Country;id;Year;Emission
France;FRA;2002;493,834
France;FRA;2003;498,076
France;FRA;2004;498,562
France;FRA;2005;498,105
France;FRA;2006;488,819
France;FRA;2007;481,545
France;FRA;2008;475,901
France;FRA;2009;456,456
France;FRA;2010;462,684
France;FRA;2011;432,755
France;FRA;2012;435,608
France;FRA;2013;440,848
France;FRA;2014;413,114
Gabon;GAB;1990;6,655
Gabon;GAB;1991;6,901
Gabon;GAB;1992;7,189
Gabon;GAB;1993;7,312
Gabon;GAB;1994;7,067
Gabon;GAB;1995;7,244
Gabon;GAB;1996;7,045
Gabon;GAB;1997;6,908
Gabon;GAB;1998;6,728
Gabon;GAB;1999;6,335
Gabon;GAB;2000;5,876
Gabon;GAB;2001;5,767
Gabon;GAB;2002;5,568
Gabon;GAB;2003;5,650
Gabon;GAB;2004;5,758
Gabon;GAB;2005;5,910
Gabon;GAB;2006;5,358
Gabon;GAB;2007;5,416
Gabon;GAB;2008;5,451
Gabon;GAB;2009;5,563
Gabon;GAB;2010;6,140
Gabon;GAB;2011;7,051
Gabon;GAB;2012;7,387
Gabon;GAB;2013;7,344
Gabon;GAB;2014;7,259
Gambia;GMB;1990;3,725
Gambia;GMB;1991;3,874
Gambia;GMB;1992;3,979
Gambia;GMB;1993;4,094
Gambia;GMB;1994;4,241
Gambia;GMB;1995;4,385
Gambia;GMB;1996;4,518
Gambia;GMB;1997;4,596
Gambia;GMB;1998;4,776
Gambia;GMB;1999;4,886
Gambia;GMB;2000;5,075
Gambia;GMB;2001;5,231
Gambia;GMB;2002;5,362
Gambia;GMB;2003;5,552
Gambia;GMB;2004;5,810
Gambia;GMB;2005;5,934
Gambia;GMB;2006;6,161
Gambia;GMB;2007;6,279
Gambia;GMB;2008;6,548
Gambia;GMB;2009;6,920
Gambia;GMB;2010;7,164
Gambia;GMB;2011;7,046
Gambia;GMB;2012;7,210
Gambia;GMB;2013;7,407
Gambia;GMB;2014;7,686
Georgia;GEO;1990;48,028
Georgia;GEO;1991;38,503
Georgia;GEO;1992;31,426
Georgia;GEO;1993;25,536
Georgia;GEO;1994;18,140
Georgia;GEO;1995;14,443
Georgia;GEO;1996;13,031
Georgia;GEO;1997;12,600
Georgia;GEO;1998;12,434
Georgia;GEO;1999;12,407
Georgia;GEO;2000;13,116
Georgia;GEO;2001;11,681
Georgia;GEO;2002;10,937
Georgia;GEO;2003;10,962
Georgia;GEO;2004;11,062
Georgia;GEO;2005;11,705
Georgia;GEO;2006;12,098
Georgia;GEO;2007;12,763
Georgia;GEO;2008;11,850
Georgia;GEO;2009;12,675
Georgia;GEO;2010;12,306
Georgia;GEO;2011;13,885
Georgia;GEO;2012;14,728
Georgia;GEO;2013;15,129
Georgia;GEO;2014;16,382
Germany;DEU;1990;1154,105
Germany;DEU;1991;1124,881
Germany;DEU;1992;1077,850
Germany;DEU;1993;1067,830
Germany;DEU;1994;1054,474
Germany;DEU;1995;1048,396
Germany;DEU;1996;1070,537
Germany;DEU;1997;1033,627
Germany;DEU;1998;1018,268
Germany;DEU;1999;981,082
Germany;DEU;2000;969,074
Germany;DEU;2001;984,353
Germany;DEU;2002;967,272
Germany;DEU;2003;967,924
Germany;DEU;2004;948,620
Germany;DEU;2005;927,992
Germany;DEU;2006;938,376
Germany;DEU;2007;905,901
Germany;DEU;2008;912,333
Germany;DEU;2009;854,826
Germany;DEU;2010;892,200
Germany;DEU;2011;864,256
Germany;DEU;2012;876,075
Germany;DEU;2013;894,057
Germany;DEU;2014;854,007
Ghana;GHA;1990;12,403
Ghana;GHA;1991;12,503
Ghana;GHA;1992;13,058
Ghana;GHA;1993;13,340
Ghana;GHA;1994;13,768
Ghana;GHA;1995;14,172
Ghana;GHA;1996;14,666
Ghana;GHA;1997;15,121
Ghana;GHA;1998;18,135
Ghana;GHA;1999;17,684
Ghana;GHA;2000;18,140
Ghana;GHA;2001;19,206
Ghana;GHA;2002;19,964
Ghana;GHA;2003;20,776
Ghana;GHA;2004;18,953
Ghana;GHA;2005;22,193
Ghana;GHA;2006;23,167
Ghana;GHA;2007;22,955
Ghana;GHA;2008;22,695
Ghana;GHA;2009;23,879
Ghana;GHA;2010;25,424
Ghana;GHA;2011;27,519
Ghana;GHA;2012;29,117
Ghana;GHA;2013;30,892
Ghana;GHA;2014;30,260
Greece;GRC;1990;96,207
Greece;GRC;1991;95,905
Greece;GRC;1992;97,771
Greece;GRC;1993;98,683
Greece;GRC;1994;100,921
Greece;GRC;1995;104,793
Greece;GRC;1996;105,160
Greece;GRC;1997;106,230
Greece;GRC;1998;109,619
Greece;GRC;1999;109,433
Greece;GRC;2000;117,296
Greece;GRC;2001;118,384
Greece;GRC;2002;117,697
Greece;GRC;2003;121,095
Greece;GRC;2004;120,285
Greece;GRC;2005;121,304
Greece;GRC;2006;119,610
Greece;GRC;2007;123,180
Greece;GRC;2008;117,312
Greece;GRC;2009;110,735
Greece;GRC;2010;103,346
Greece;GRC;2011;100,920
Greece;GRC;2012;94,586
Greece;GRC;2013;87,464
Greece;GRC;2014;84,114
Grenada;GRD;1990;1,564
Grenada;GRD;1991;1,579
Grenada;GRD;1992;1,597
Grenada;GRD;1993;1,611
Grenada;GRD;1994;1,644
Grenada;GRD;1995;1,663
Grenada;GRD;1996;1,678
Grenada;GRD;1997;1,705
Grenada;GRD;1998;1,724
Grenada;GRD;1999;1,755
Grenada;GRD;2000;1,762
Grenada;GRD;2001;1,776
Grenada;GRD;2002;1,796
Grenada;GRD;2003;1,817
Grenada;GRD;2004;1,815
Grenada;GRD;2005;1,835
Grenada;GRD;2006;1,861
Grenada;GRD;2007;1,878
Grenada;GRD;2008;1,903
Grenada;GRD;2009;1,914
Grenada;GRD;2010;1,931
Grenada;GRD;2011;1,932
Grenada;GRD;2012;1,960
Grenada;GRD;2013;2,002
Grenada;GRD;2014;1,949
Guatemala;GTM;1990;11,413
Guatemala;GTM;1991;11,739
Guatemala;GTM;1992;12,863
Guatemala;GTM;1993;13,471
Guatemala;GTM;1994;13,704
Guatemala;GTM;1995;14,688
Guatemala;GTM;1996;14,658
Guatemala;GTM;1997;15,285
Guatemala;GTM;1998;17,122
Guatemala;GTM;1999;17,536
Guatemala;GTM;2000;18,980
Guatemala;GTM;2001;19,626
Guatemala;GTM;2002;20,398
Guatemala;GTM;2003;20,508
Guatemala;GTM;2004;21,652
Guatemala;GTM;2005;22,450
Guatemala;GTM;2006;22,664
Guatemala;GTM;2007;23,837
Guatemala;GTM;2008;22,708
Guatemala;GTM;2009;23,821
Guatemala;GTM;2010;23,988
Guatemala;GTM;2011;24,486
Guatemala;GTM;2012;24,812
Guatemala;GTM;2013;26,648
Guatemala;GTM;2014;30,858
Guinea;GIN;1990;7,511
Guinea;GIN;1991;7,817
Guinea;GIN;1992;8,141
Guinea;GIN;1993;8,490
Guinea;GIN;1994;9,015
Guinea;GIN;1995;9,416
Guinea;GIN;1996;9,601
Guinea;GIN;1997;9,829
Guinea;GIN;1998;10,736
Guinea;GIN;1999;10,470
Guinea;GIN;2000;11,055
Guinea;GIN;2001;11,226
Guinea;GIN;2002;12,554
Guinea;GIN;2003;12,117
Guinea;GIN;2004;12,503
Guinea;GIN;2005;12,973
Guinea;GIN;2006;13,435
Guinea;GIN;2007;13,338
Guinea;GIN;2008;14,842
Guinea;GIN;2009;14,757
Guinea;GIN;2010;15,255
Guinea;GIN;2011;15,351
Guinea;GIN;2012;16,331
Guinea;GIN;2013;16,444
Guinea;GIN;2014;16,035
Guinea-Bissau;GNB;1990;1,230
Guinea-Bissau;GNB;1991;1,242
Guinea-Bissau;GNB;1992;1,275
Guinea-Bissau;GNB;1993;1,298
Guinea-Bissau;GNB;1994;1,318
Guinea-Bissau;GNB;1995;1,345
Guinea-Bissau;GNB;1996;1,363
Guinea-Bissau;GNB;1997;1,348
Guinea-Bissau;GNB;1998;1,315
Guinea-Bissau;GNB;1999;1,441
Guinea-Bissau;GNB;2000;1,403
Guinea-Bissau;GNB;2001;1,503
Guinea-Bissau;GNB;2002;1,517
Guinea-Bissau;GNB;2003;1,596
Guinea-Bissau;GNB;2004;1,467
Guinea-Bissau;GNB;2005;1,432
Guinea-Bissau;GNB;2006;1,673
Guinea-Bissau;GNB;2007;1,597
Guinea-Bissau;GNB;2008;1,639
Guinea-Bissau;GNB;2009;1,687
Guinea-Bissau;GNB;2010;1,841
Guinea-Bissau;GNB;2011;1,866
Guinea-Bissau;GNB;2012;2,027
Guinea-Bissau;GNB;2013;1,972
Guinea-Bissau;GNB;2014;2,025
Guyana;GUY;1990;2,446
Guyana;GUY;1991;2,649
Guyana;GUY;1992;2,624
Guyana;GUY;1993;2,729
Guyana;GUY;1994;3,044
Guyana;GUY;1995;3,323
Guyana;GUY;1996;3,381
Guyana;GUY;1997;3,510
Guyana;GUY;1998;3,493
Guyana;GUY;1999;3,611
Guyana;GUY;2000;3,312
Guyana;GUY;2001;3,343
Guyana;GUY;2002;3,246
Guyana;GUY;2003;3,371
Guyana;GUY;2004;3,416
Guyana;GUY;2005;3,087
Guyana;GUY;2006;2,918
Guyana;GUY;2007;3,226
Guyana;GUY;2008;3,367
Guyana;GUY;2009;3,353
Guyana;GUY;2010;3,580
Guyana;GUY;2011;3,652
Guyana;GUY;2012;3,941
Guyana;GUY;2013;4,055
Guyana;GUY;2014;4,478
Haiti;HTI;1990;4,671
Haiti;HTI;1991;4,867
Haiti;HTI;1992;5,217
Haiti;HTI;1993;4,861
Haiti;HTI;1994;4,347
Haiti;HTI;1995;5,107
Haiti;HTI;1996;5,345
Haiti;HTI;1997;5,807
Haiti;HTI;1998;5,947
Haiti;HTI;1999;6,066
Haiti;HTI;2000;6,490
Haiti;HTI;2001;6,773
Haiti;HTI;2002;7,052
Haiti;HTI;2003;7,025
Haiti;HTI;2004;7,306
Haiti;HTI;2005;7,460
Haiti;HTI;2006;7,516
Haiti;HTI;2007;7,893
Haiti;HTI;2008;7,929
Haiti;HTI;2009;7,926
Haiti;HTI;2010;7,836
Haiti;HTI;2011;7,939
Haiti;HTI;2012;7,896
Haiti;HTI;2013;8,064
Haiti;HTI;2014;8,672
Honduras;HND;1990;10,484
Honduras;HND;1991;10,613
Honduras;HND;1992;10,936
Honduras;HND;1993;10,821
Honduras;HND;1994;11,460
Honduras;HND;1995;12,288
Honduras;HND;1996;12,359
Honduras;HND;1997;12,717
Honduras;HND;1998;13,334
Honduras;HND;1999;13,217
Honduras;HND;2000;13,912
Honduras;HND;2001;14,816
Honduras;HND;2002;15,171
Honduras;HND;2003;16,785
Honduras;HND;2004;17,883
Honduras;HND;2005;18,381
Honduras;HND;2006;17,838
Honduras;HND;2007;19,741
Honduras;HND;2008;19,423
Honduras;HND;2009;19,351
Honduras;HND;2010;19,315
Honduras;HND;2011;20,658
Honduras;HND;2012;20,820
Honduras;HND;2013;21,111
Honduras;HND;2014;21,475
Hungary;HUN;1990;88,216
Hungary;HUN;1991;84,318
Hungary;HUN;1992;75,607
Hungary;HUN;1993;75,324
Hungary;HUN;1994;74,085
Hungary;HUN;1995;72,971
Hungary;HUN;1996;74,818
Hungary;HUN;1997;73,457
Hungary;HUN;1998;73,856
Hungary;HUN;1999;74,863
Hungary;HUN;2000;71,740
Hungary;HUN;2001;73,835
Hungary;HUN;2002;72,836
Hungary;HUN;2003;75,383
Hungary;HUN;2004;74,248
Hungary;HUN;2005;73,454
Hungary;HUN;2006;72,661
Hungary;HUN;2007;70,432
Hungary;HUN;2008;69,546
Hungary;HUN;2009;63,312
Hungary;HUN;2010;63,116
Hungary;HUN;2011;61,349
Hungary;HUN;2012;57,808
Hungary;HUN;2013;56,920
Hungary;HUN;2014;56,755
Iceland;ISL;1990;3,075
Iceland;ISL;1991;2,966
Iceland;ISL;1992;2,913
Iceland;ISL;1993;2,885
Iceland;ISL;1994;2,924
Iceland;ISL;1995;2,754
Iceland;ISL;1996;3,067
Iceland;ISL;1997;2,984
Iceland;ISL;1998;3,014
Iceland;ISL;1999;2,999
Iceland;ISL;2000;3,122
Iceland;ISL;2001;3,008
Iceland;ISL;2002;3,075
Iceland;ISL;2003;3,047
Iceland;ISL;2004;3,111
Iceland;ISL;2005;3,076
Iceland;ISL;2006;3,154
Iceland;ISL;2007;3,225
Iceland;ISL;2008;3,047
Iceland;ISL;2009;2,970
Iceland;ISL;2010;2,849
Iceland;ISL;2011;2,779
Iceland;ISL;2012;2,704
Iceland;ISL;2013;2,859
Iceland;ISL;2014;2,913
India;IND;1990;1188,843
India;IND;1991;1244,358
India;IND;1992;1276,452
India;IND;1993;1310,131
India;IND;1994;1357,708
India;IND;1995;1421,669
India;IND;1996;1475,735
India;IND;1997;1532,492
India;IND;1998;1563,058
India;IND;1999;1639,674
India;IND;2000;1679,480
India;IND;2001;1711,233
India;IND;2002;1741,990
India;IND;2003;1786,524
India;IND;2004;1883,259
India;IND;2005;1970,257
India;IND;2006;2068,219
India;IND;2007;2208,871
India;IND;2008;2309,645
India;IND;2009;2488,684
India;IND;2010;2592,806
India;IND;2011;2699,879
India;IND;2012;2833,270
India;IND;2013;2909,057
India;IND;2014;3079,813
Indonesia;IND;1990;380,254
Indonesia;IND;1991;396,298
Indonesia;IND;1992;414,629
Indonesia;IND;1993;429,544
Indonesia;IND;1994;444,703
Indonesia;IND;1995;478,741
Indonesia;IND;1996;494,839
Indonesia;IND;1997;515,056
Indonesia;IND;1998;523,518
Indonesia;IND;1999;543,165
Indonesia;IND;2000;538,880
Indonesia;IND;2001;559,093
Indonesia;IND;2002;567,720
Indonesia;IND;2003;597,383
Indonesia;IND;2004;606,242
Indonesia;IND;2005;609,543
Indonesia;IND;2006;632,329
Indonesia;IND;2007;651,765
Indonesia;IND;2008;655,534
Indonesia;IND;2009;681,280
Indonesia;IND;2010;695,418
Indonesia;IND;2011;714,873
Indonesia;IND;2012;734,915
Indonesia;IND;2013;744,685
Indonesia;IND;2014;789,475
Iran;IRN;1990;250,580
Iran;IRN;1991;291,350
Iran;IRN;1992;310,813
Iran;IRN;1993;310,655
Iran;IRN;1994;343,258
Iran;IRN;1995;357,100
Iran;IRN;1996;369,103
Iran;IRN;1997;384,412
Iran;IRN;1998;390,255
Iran;IRN;1999;425,870
Iran;IRN;2000;442,729
Iran;IRN;2001;455,749
Iran;IRN;2002;476,185
Iran;IRN;2003;501,175
Iran;IRN;2004;535,360
Iran;IRN;2005;569,356
Iran;IRN;2006;611,902
Iran;IRN;2007;645,019
Iran;IRN;2008;654,025
Iran;IRN;2009;673,714
Iran;IRN;2010;673,480
Iran;IRN;2011;684,560
Iran;IRN;2012;694,374
Iran;IRN;2013;715,170
Iran;IRN;2014;733,605
Iraq;IRQ;1990;155,784
Iraq;IRQ;1991;124,057
Iraq;IRQ;1992;134,342
Iraq;IRQ;1993;146,182
Iraq;IRQ;1994;146,066
Iraq;IRQ;1995;130,953
Iraq;IRQ;1996;147,514
Iraq;IRQ;1997;180,741
Iraq;IRQ;1998;161,888
Iraq;IRQ;1999;160,327
Iraq;IRQ;2000;185,521
Iraq;IRQ;2001;191,893
Iraq;IRQ;2002;179,205
Iraq;IRQ;2003;165,450
Iraq;IRQ;2004;164,499
Iraq;IRQ;2005;173,378
Iraq;IRQ;2006;173,886
Iraq;IRQ;2007;172,157
Iraq;IRQ;2008;185,962
Iraq;IRQ;2009;213,482
Iraq;IRQ;2010;231,319
Iraq;IRQ;2011;246,579
Iraq;IRQ;2012;270,173
Iraq;IRQ;2013;284,568
Iraq;IRQ;2014;294,900
Ireland;IRL;1990;53,667
Ireland;IRL;1991;54,439
Ireland;IRL;1992;54,725
Ireland;IRL;1993;55,330
Ireland;IRL;1994;56,790
Ireland;IRL;1995;57,550
Ireland;IRL;1996;58,780
Ireland;IRL;1997;60,265
Ireland;IRL;1998;63,608
Ireland;IRL;1999;65,425
Ireland;IRL;2000;66,918
Ireland;IRL;2001;69,244
Ireland;IRL;2002;68,589
Ireland;IRL;2003;68,067
Ireland;IRL;2004;69,233
Ireland;IRL;2005;70,647
Ireland;IRL;2006;71,144
Ireland;IRL;2007;69,564
Ireland;IRL;2008;69,261
Ireland;IRL;2009;64,073
Ireland;IRL;2010;62,766
Ireland;IRL;2011;58,597
Ireland;IRL;2012;59,766
Ireland;IRL;2013;59,212
Ireland;IRL;2014;58,706
Israel;ISR;1990;42,288
Israel;ISR;1991;43,507
Israel;ISR;1992;46,402
Israel;ISR;1993;50,599
Israel;ISR;1994;54,022
Israel;ISR;1995;58,162
Israel;ISR;1996;60,772
Israel;ISR;1997;63,474
Israel;ISR;1998;64,742
Israel;ISR;1999;66,609
Israel;ISR;2000;71,101
Israel;ISR;2001;71,904
Israel;ISR;2002;74,942
Israel;ISR;2003;76,788
Israel;ISR;2004;76,954
Israel;ISR;2005;74,901
Israel;ISR;2006;78,713
Israel;ISR;2007;81,524
Israel;ISR;2008;82,086
Israel;ISR;2009;81,871
Israel;ISR;2010;87,185
Israel;ISR;2011;87,322
Israel;ISR;2012;94,583
Israel;ISR;2013;89,591
Israel;ISR;2014;87,482
Italy;ITA;1990;491,019
Italy;ITA;1991;489,207
Italy;ITA;1992;486,956
Italy;ITA;1993;479,615
Italy;ITA;1994;474,803
Italy;ITA;1995;497,682
Italy;ITA;1996;496,242
Italy;ITA;1997;500,206
Italy;ITA;1998;512,843
Italy;ITA;1999;521,028
Italy;ITA;2000;525,614
Italy;ITA;2001;521,992
Italy;ITA;2002;531,845
Italy;ITA;2003;549,703
Italy;ITA;2004;560,694
Italy;ITA;2005;558,197
Italy;ITA;2006;552,535
Italy;ITA;2007;542,722
Italy;ITA;2008;525,471
Italy;ITA;2009;473,743
Italy;ITA;2010;479,110
Italy;ITA;2011;470,575
Italy;ITA;2012;451,336
Italy;ITA;2013;421,374
Italy;ITA;2014;403,107
Jamaica;JAM;1990;8,886
Jamaica;JAM;1991;8,897
Jamaica;JAM;1992;9,687
Jamaica;JAM;1993;9,882
Jamaica;JAM;1994;9,921
Jamaica;JAM;1995;10,239
Jamaica;JAM;1996;10,600
Jamaica;JAM;1997;10,804
Jamaica;JAM;1998;11,313
Jamaica;JAM;1999;11,601
Jamaica;JAM;2000;11,688
Jamaica;JAM;2001;11,773
Jamaica;JAM;2002;11,967
Jamaica;JAM;2003;12,368
Jamaica;JAM;2004;12,400
Jamaica;JAM;2005;12,438
Jamaica;JAM;2006;13,631
Jamaica;JAM;2007;13,557
Jamaica;JAM;2008;11,623
Jamaica;JAM;2009;9,462
Jamaica;JAM;2010;8,931
Jamaica;JAM;2011;9,373
Jamaica;JAM;2012;8,991
Jamaica;JAM;2013;9,501
Jamaica;JAM;2014;9,391
Japan;JPN;1990;1171,038
Japan;JPN;1991;1178,613
Japan;JPN;1992;1191,202
Japan;JPN;1993;1185,384
Japan;JPN;1994;1238,916
Japan;JPN;1995;1252,050
Japan;JPN;1996;1266,555
Japan;JPN;1997;1259,313
Japan;JPN;1998;1224,823
Japan;JPN;1999;1264,853
Japan;JPN;2000;1280,897
Japan;JPN;2001;1266,231
Japan;JPN;2002;1300,416
Japan;JPN;2003;1304,289
Japan;JPN;2004;1298,753
Japan;JPN;2005;1303,412
Japan;JPN;2006;1287,675
Japan;JPN;2007;1330,239
Japan;JPN;2008;1241,157
Japan;JPN;2009;1175,914
Japan;JPN;2010;1225,845
Japan;JPN;2011;1281,111
Japan;JPN;2012;1328,291
Japan;JPN;2013;1353,629
Japan;JPN;2014;1314,590
Jordan;JOR;1990;17,356
Jordan;JOR;1991;17,491
Jordan;JOR;1992;20,123
Jordan;JOR;1993;20,614
Jordan;JOR;1994;21,516
Jordan;JOR;1995;22,170
Jordan;JOR;1996;21,723
Jordan;JOR;1997;21,309
Jordan;JOR;1998;20,589
Jordan;JOR;1999;19,676
Jordan;JOR;2000;19,477
Jordan;JOR;2001;19,628
Jordan;JOR;2002;21,346
Jordan;JOR;2003;21,019
Jordan;JOR;2004;22,958
Jordan;JOR;2005;24,477
Jordan;JOR;2006;24,945
Jordan;JOR;2007;26,379
Jordan;JOR;2008;26,015
Jordan;JOR;2009;26,502
Jordan;JOR;2010;26,254
Jordan;JOR;2011;26,984
Jordan;JOR;2012;30,522
Jordan;JOR;2013;30,422
Jordan;JOR;2014;32,403
Kazakhstan;KAZ;1990;332,890
Kazakhstan;KAZ;1991;336,870
Kazakhstan;KAZ;1992;333,731
Kazakhstan;KAZ;1993;291,645
Kazakhstan;KAZ;1994;263,620
Kazakhstan;KAZ;1995;231,329
Kazakhstan;KAZ;1996;203,933
Kazakhstan;KAZ;1997;176,454
Kazakhstan;KAZ;1998;175,604
Kazakhstan;KAZ;1999;161,039
Kazakhstan;KAZ;2000;156,111
Kazakhstan;KAZ;2001;154,938
Kazakhstan;KAZ;2002;171,910
Kazakhstan;KAZ;2003;182,260
Kazakhstan;KAZ;2004;199,691
Kazakhstan;KAZ;2005;213,317
Kazakhstan;KAZ;2006;233,998
Kazakhstan;KAZ;2007;241,441
Kazakhstan;KAZ;2008;287,450
Kazakhstan;KAZ;2009;260,429
Kazakhstan;KAZ;2010;283,420
Kazakhstan;KAZ;2011;300,679
Kazakhstan;KAZ;2012;299,831
Kazakhstan;KAZ;2013;313,725
Kazakhstan;KAZ;2014;291,633
Kenya;KEN;1990;36,067
Kenya;KEN;1991;34,881
Kenya;KEN;1992;34,859
Kenya;KEN;1993;34,611
Kenya;KEN;1994;34,831
Kenya;KEN;1995;35,155
Kenya;KEN;1996;34,507
Kenya;KEN;1997;34,158
Kenya;KEN;1998;35,319
Kenya;KEN;1999;37,098
Kenya;KEN;2000;35,971
Kenya;KEN;2001;35,541
Kenya;KEN;2002;36,336
Kenya;KEN;2003;37,407
Kenya;KEN;2004;39,627
Kenya;KEN;2005;40,790
Kenya;KEN;2006;40,419
Kenya;KEN;2007;55,598
Kenya;KEN;2008;56,713
Kenya;KEN;2009;56,969
Kenya;KEN;2010;58,365
Kenya;KEN;2011;60,247
Kenya;KEN;2012;59,465
Kenya;KEN;2013;60,137
Kenya;KEN;2014;60,530
Kiribati;KIR;1990;0,036
Kiribati;KIR;1991;0,036
Kiribati;KIR;1992;0,040
Kiribati;KIR;1993;0,043
Kiribati;KIR;1994;0,044
Kiribati;KIR;1995;0,044
Kiribati;KIR;1996;0,048
Kiribati;KIR;1997;0,041
Kiribati;KIR;1998;0,045
Kiribati;KIR;1999;0,045
Kiribati;KIR;2000;0,046
Kiribati;KIR;2001;0,043
Kiribati;KIR;2002;0,058
Kiribati;KIR;2003;0,059
Kiribati;KIR;2004;0,063
Kiribati;KIR;2005;0,081
Kiribati;KIR;2006;0,089
Kiribati;KIR;2007;0,071
Kiribati;KIR;2008;0,075
Kiribati;KIR;2009;0,061
Kiribati;KIR;2010;0,083
Kiribati;KIR;2011;0,084
Kiribati;KIR;2012;0,084
Kiribati;KIR;2013;0,084
Kiribati;KIR;2014;0,085
Korea (North);PRK;1990;155,840
Korea (North);PRK;1991;148,959
Korea (North);PRK;1992;135,445
Korea (North);PRK;1993;126,463
Korea (North);PRK;1994;115,433
Korea (North);PRK;1995;107,504
Korea (North);PRK;1996;97,418
Korea (North);PRK;1997;90,360
Korea (North);PRK;1998;83,337
Korea (North);PRK;1999;89,238
Korea (North);PRK;2000;94,414
Korea (North);PRK;2001;97,917
Korea (North);PRK;2002;94,144
Korea (North);PRK;2003;96,222
Korea (North);PRK;2004;98,303
Korea (North);PRK;2005;102,115
Korea (North);PRK;2006;103,844
Korea (North);PRK;2007;90,842
Korea (North);PRK;2008;98,405
Korea (North);PRK;2009;98,227
Korea (North);PRK;2010;94,084
Korea (North);PRK;2011;75,284
Korea (North);PRK;2012;76,862
Korea (North);PRK;2013;63,806
Korea (North);PRK;2014;68,717
Korea (South);KOR;1990;290,732
Korea (South);KOR;1991;315,400
Korea (South);KOR;1992;340,547
Korea (South);KOR;1993;369,305
Korea (South);KOR;1994;395,666
Korea (South);KOR;1995;427,966
Korea (South);KOR;1996;456,521
Korea (South);KOR;1997;480,607
Korea (South);KOR;1998;416,335
Korea (South);KOR;1999;453,462
Korea (South);KOR;2000;510,454
Korea (South);KOR;2001;526,722
Korea (South);KOR;2002;520,572
Korea (South);KOR;2003;527,054
Korea (South);KOR;2004;550,013
Korea (South);KOR;2005;547,718
Korea (South);KOR;2006;556,801
Korea (South);KOR;2007;570,374
Korea (South);KOR;2008;582,620
Korea (South);KOR;2009;596,379
Korea (South);KOR;2010;645,343
Korea (South);KOR;2011;670,505
Korea (South);KOR;2012;674,744
Korea (South);KOR;2013;673,541
Korea (South);KOR;2014;671,190
Kuwait;KWT;1990;78,379
Kuwait;KWT;1991;91,617
Kuwait;KWT;1992;85,888
Kuwait;KWT;1993;99,088
Kuwait;KWT;1994;110,660
Kuwait;KWT;1995;117,813
Kuwait;KWT;1996;117,620
Kuwait;KWT;1997;119,400
Kuwait;KWT;1998;125,964
Kuwait;KWT;1999;130,577
Kuwait;KWT;2000;134,623
Kuwait;KWT;2001;142,190
Kuwait;KWT;2002;148,962
Kuwait;KWT;2003;154,765
Kuwait;KWT;2004;161,609
Kuwait;KWT;2005;173,979
Kuwait;KWT;2006;176,798
Kuwait;KWT;2007;176,252
Kuwait;KWT;2008;181,137
Kuwait;KWT;2009;188,168
Kuwait;KWT;2010;187,289
Kuwait;KWT;2011;192,330
Kuwait;KWT;2012;197,443
Kuwait;KWT;2013;196,154
Kuwait;KWT;2014;198,970
Kyrgyzstan;KGZ;1990;32,127
Kyrgyzstan;KGZ;1991;29,138
Kyrgyzstan;KGZ;1992;21,325
Kyrgyzstan;KGZ;1993;16,901
Kyrgyzstan;KGZ;1994;12,485
Kyrgyzstan;KGZ;1995;9,401
Kyrgyzstan;KGZ;1996;10,343
Kyrgyzstan;KGZ;1997;10,098
Kyrgyzstan;KGZ;1998;10,483
Kyrgyzstan;KGZ;1999;9,218
Kyrgyzstan;KGZ;2000;9,099
Kyrgyzstan;KGZ;2001;8,443
Kyrgyzstan;KGZ;2002;9,371
Kyrgyzstan;KGZ;2003;10,178
Kyrgyzstan;KGZ;2004;10,131
Kyrgyzstan;KGZ;2005;9,974
Kyrgyzstan;KGZ;2006;10,083
Kyrgyzstan;KGZ;2007;11,345
Kyrgyzstan;KGZ;2008;12,512
Kyrgyzstan;KGZ;2009;12,055
Kyrgyzstan;KGZ;2010;11,735
Kyrgyzstan;KGZ;2011;13,167
Kyrgyzstan;KGZ;2012;15,769
Kyrgyzstan;KGZ;2013;15,496
Kyrgyzstan;KGZ;2014;15,168
Laos;LAO;1990;6,139
Laos;LAO;1991;6,094
Laos;LAO;1992;6,380
Laos;LAO;1993;6,406
Laos;LAO;1994;6,741
Laos;LAO;1995;6,865
Laos;LAO;1996;7,121
Laos;LAO;1997;7,496
Laos;LAO;1998;7,193
Laos;LAO;1999;7,349
Laos;LAO;2000;7,693
Laos;LAO;2001;7,857
Laos;LAO;2002;8,241
Laos;LAO;2003;8,372
Laos;LAO;2004;8,886
Laos;LAO;2005;8,858
Laos;LAO;2006;9,151
Laos;LAO;2007;8,688
Laos;LAO;2008;9,061
Laos;LAO;2009;9,621
Laos;LAO;2010;10,357
Laos;LAO;2011;10,319
Laos;LAO;2012;10,987
Laos;LAO;2013;10,894
Laos;LAO;2014;11,552
Latvia;LVA;1990;26,235
Latvia;LVA;1991;24,396
Latvia;LVA;1992;21,323
Latvia;LVA;1993;18,369
Latvia;LVA;1994;15,439
Latvia;LVA;1995;13,629
Latvia;LVA;1996;13,692
Latvia;LVA;1997;13,114
Latvia;LVA;1998;12,773
Latvia;LVA;1999;11,815
Latvia;LVA;2000;11,111
Latvia;LVA;2001;11,625
Latvia;LVA;2002;11,818
Latvia;LVA;2003;12,043
Latvia;LVA;2004;12,158
Latvia;LVA;2005;12,320
Latvia;LVA;2006;12,842
Latvia;LVA;2007;13,265
Latvia;LVA;2008;12,963
