country;id;year;;;;
Dominican Republic;DOM;2000;0,0034;0,4851;0,3686;0,1428
Dominican Republic;DOM;2001;0,0038;0,5448;0,3215;0,1299
Dominican Republic;DOM;2002;0,0046;0,5562;0,3113;0,1279
Dominican Republic;DOM;2003;0,0052;0,5752;0,2892;0,1304
Dominican Republic;DOM;2004;0,0071;0,5234;0,3258;0,1437
Dominican Republic;DOM;2005;0,0086;0,4654;0,3632;0,1627
Dominican Republic;DOM;2006;0,0089;0,5152;0,3253;0,1506
Dominican Republic;DOM;2007;0,0091;0,5487;0,2974;0,1448
Dominican Republic;DOM;2008;0,0096;0,5331;0,3098;0,1475
Dominican Republic;DOM;2009;0,0102;0,534;0,3118;0,144
Dominican Republic;DOM;2010;0,0112;0,515;0,3248;0,149
Dominican Republic;DOM;2011;0,0114;0,5263;0,3148;0,1474
Dominican Republic;DOM;2012;0,0122;0,5292;0,3135;0,1451
Dominican Republic;DOM;2013;0,0129;0,5419;0,307;0,1382
Dominican Republic;DOM;2014;0,0138;0,5355;0,3106;0,1401
Ecuador;ECU;1990;0,0147;0,5296;0,3134;0,1422
Ecuador;ECU;1991;0,0001;0,8123;0,1347;0,0528
Ecuador;ECU;1992;0,0002;0,8081;0,1374;0,0544
Ecuador;ECU;1993;0,0002;0,8052;0,1397;0,0549
Ecuador;ECU;1994;0,0002;0,7961;0,1466;0,0572
Ecuador;ECU;1995;0,0002;0,7936;0,1486;0,0576
Ecuador;ECU;1996;0,0003;0,7981;0,1452;0,0564
Ecuador;ECU;1997;0,0004;0,8007;0,1421;0,0569
Ecuador;ECU;1998;0,0006;0,8023;0,1378;0,0593
Ecuador;ECU;1999;0,0007;0,8021;0,1383;0,0589
Ecuador;ECU;2000;0,0009;0,7931;0,1483;0,0577
Ecuador;ECU;2001;0,0011;0,8073;0,1365;0,0551
Ecuador;ECU;2002;0,0016;0,7706;0,1527;0,0752
Ecuador;ECU;2003;0,0019;0,7766;0,1562;0,0652
Ecuador;ECU;2004;0,0023;0,7774;0,1562;0,0641
Ecuador;ECU;2005;0,0025;0,7783;0,1556;0,0635
Ecuador;ECU;2006;0,0029;0,7876;0,1496;0,06
Ecuador;ECU;2007;0,0032;0,7893;0,1464;0,0611
Ecuador;ECU;2008;0,0036;0,7963;0,143;0,0571
Ecuador;ECU;2009;0,0039;0,7927;0,1419;0,0615
Ecuador;ECU;2010;0,0042;0,7916;0,1443;0,06
Ecuador;ECU;2011;0,0044;0,7934;0,1407;0,0615
Ecuador;ECU;2012;0,0047;0,7957;0,1371;0,0625
Ecuador;ECU;2013;0,005;0,7987;0,1359;0,0603
Ecuador;ECU;2014;0,0053;0,8052;0,1319;0,0576
Egypt;EGY;1990;0,0055;0,8157;0,1217;0,0571
Egypt;EGY;1991;0,0202;0,7044;0,1645;0,1109
Egypt;EGY;1992;0,0182;0,7007;0,1722;0,1089
Egypt;EGY;1993;0,0165;0,7012;0,1793;0,1031
Egypt;EGY;1994;0,0151;0,6906;0,1881;0,1062
Egypt;EGY;1995;0,0146;0,6804;0,2042;0,1009
Egypt;EGY;1996;0,0125;0,6799;0,2016;0,1059
Egypt;EGY;1997;0,0117;0,6816;0,2067;0,1
Egypt;EGY;1998;0,0108;0,6873;0,2123;0,0896
Egypt;EGY;1999;0,0101;0,6896;0,2124;0,088
Egypt;EGY;2000;0,0094;0,6867;0,2217;0,0822
Egypt;EGY;2001;0,0092;0,671;0,2354;0,0843
Egypt;EGY;2002;0,009;0,6887;0,2223;0,0801
Egypt;EGY;2003;0,0092;0,6855;0,2263;0,079
Egypt;EGY;2004;0,0093;0,6747;0,222;0,094
Egypt;EGY;2005;0,0092;0,693;0,2152;0,0826
Egypt;EGY;2006;0,0088;0,7121;0,2002;0,0789
Egypt;EGY;2007;0,0088;0,7282;0,198;0,0649
Egypt;EGY;2008;0,0086;0,7372;0,1905;0,0638
Egypt;EGY;2009;0,0085;0,7325;0,186;0,073
Egypt;EGY;2010;0,0087;0,7498;0,1798;0,0618
Egypt;EGY;2011;0,0089;0,7461;0,1787;0,0663
Egypt;EGY;2012;0,0093;0,7464;0,1802;0,0641
Egypt;EGY;2013;0,0095;0,7541;0,1762;0,0603
Egypt;EGY;2014;0,0106;0,7369;0,1871;0,0653
El Salvador;SLV;1990;0,0113;0,7342;0,1904;0,0642
El Salvador;SLV;1991;0,0005;0,4357;0,3892;0,1746
El Salvador;SLV;1992;0,0008;0,474;0,3621;0,1631
El Salvador;SLV;1993;0,0012;0,4844;0,355;0,1595
El Salvador;SLV;1994;0,0015;0,519;0,3315;0,148
El Salvador;SLV;1995;0,0017;0,5391;0,3231;0,1361
El Salvador;SLV;1996;0,002;0,572;0,3013;0,1248
El Salvador;SLV;1997;0,0035;0,5225;0,3278;0,1462
El Salvador;SLV;1998;0,0046;0,5659;0,2923;0,1372
El Salvador;SLV;1999;0,0059;0,5923;0,2792;0,1225
El Salvador;SLV;2000;0,0072;0,5784;0,2876;0,1268
El Salvador;SLV;2001;0,0086;0,5869;0,2835;0,121
El Salvador;SLV;2002;0,0103;0,5847;0,2844;0,1206
El Salvador;SLV;2003;0,0122;0,5825;0,2894;0,1159
El Salvador;SLV;2004;0,0139;0,598;0,2754;0,1126
El Salvador;SLV;2005;0,0159;0,5901;0,2748;0,1192
El Salvador;SLV;2006;0,0173;0,5896;0,2664;0,1267
El Salvador;SLV;2007;0,019;0,5961;0,2658;0,1192
El Salvador;SLV;2008;0,0202;0,5979;0,2602;0,1217
El Salvador;SLV;2009;0,0233;0,5671;0,2759;0,1337
El Salvador;SLV;2010;0,0259;0,5698;0,2756;0,1287
El Salvador;SLV;2011;0,0288;0,5652;0,2734;0,1327
El Salvador;SLV;2012;0,0314;0,5799;0,2576;0,1311
El Salvador;SLV;2013;0,0332;0,573;0,2641;0,1297
El Salvador;SLV;2014;0,0377;0,5769;0,2598;0,1256
Equatorial Guinea;GNQ;1990;0,0391;0,5664;0,2695;0,125
Equatorial Guinea;GNQ;1991;0;0,9819;0,0157;0,0024
Equatorial Guinea;GNQ;1992;0;0,9751;0,0224;0,0024
Equatorial Guinea;GNQ;1993;0;0,9683;0,0293;0,0024
Equatorial Guinea;GNQ;1994;0;0,9665;0,0313;0,0021
Equatorial Guinea;GNQ;1995;0,0001;0,9603;0,0375;0,0022
Equatorial Guinea;GNQ;1996;0,0001;0,9551;0,0427;0,0022
Equatorial Guinea;GNQ;1997;0,0001;0,8184;0,1798;0,0018
Equatorial Guinea;GNQ;1998;0,0002;0,7209;0,2774;0,0015
Equatorial Guinea;GNQ;1999;0,0002;0,6371;0,3613;0,0014
Equatorial Guinea;GNQ;2000;0,0002;0,5862;0,4123;0,0013
Equatorial Guinea;GNQ;2001;0,0002;0,537;0,4616;0,0012
Equatorial Guinea;GNQ;2002;0,0003;0,4918;0,5069;0,001
Equatorial Guinea;GNQ;2003;0,0003;0,4616;0,5372;0,0009
Equatorial Guinea;GNQ;2004;0,0003;0,4757;0,5232;0,0008
Equatorial Guinea;GNQ;2005;0,0003;0,46;0,539;0,0007
Equatorial Guinea;GNQ;2006;0,0003;0,4128;0,5862;0,0007
Equatorial Guinea;GNQ;2007;0,0004;0,4255;0,5734;0,0007
Equatorial Guinea;GNQ;2008;0,0004;0,4203;0,5786;0,0007
Equatorial Guinea;GNQ;2009;0,0005;0,4112;0,5876;0,0007
Equatorial Guinea;GNQ;2010;0,0005;0,4226;0,5762;0,0007
Equatorial Guinea;GNQ;2011;0,0006;0,4165;0,5822;0,0007
Equatorial Guinea;GNQ;2012;0,0006;0,4108;0,5878;0,0008
Equatorial Guinea;GNQ;2013;0,0007;0,4143;0,5843;0,0007
Equatorial Guinea;GNQ;2014;0,0007;0,4043;0,5942;0,0008
Eritrea;ERI;1990;0,0008;0,4006;0,5978;0,0008
Eritrea;ERI;1991;0;0;0;0
Eritrea;ERI;1992;0;0;0;0
Eritrea;ERI;1993;0;0,2295;0,3168;0,455
Eritrea;ERI;1994;0;0,2636;0,3054;0,431
Eritrea;ERI;1995;0;0,2734;0,3087;0,4179
Eritrea;ERI;1996;0;0,2777;0,3105;0,4118
Eritrea;ERI;1997;0;0,2748;0,3261;0,3991
Eritrea;ERI;1998;0;0,2586;0,3485;0,3929
Eritrea;ERI;1999;0,0001;0,2348;0,3698;0,3953
Eritrea;ERI;2000;0,0001;0,2387;0,3776;0,3836
Eritrea;ERI;2001;0,0001;0,2349;0,3895;0,3755
Eritrea;ERI;2002;0,0001;0,1841;0,4157;0,4001
Eritrea;ERI;2003;0,0001;0,1851;0,4188;0,396
Eritrea;ERI;2004;0,0002;0,1838;0,4242;0,3918
Eritrea;ERI;2005;0,0002;0,1827;0,429;0,3882
Eritrea;ERI;2006;0,0002;0,1721;0,4363;0,3913
Eritrea;ERI;2007;0,0003;0,159;0,4485;0,3922
Eritrea;ERI;2008;0,0003;0,155;0,4556;0,3892
Eritrea;ERI;2009;0,0003;0,149;0,4665;0,3841
Eritrea;ERI;2010;0,0004;0,153;0,4701;0,3765
Eritrea;ERI;2011;0,0004;0,1571;0,4738;0,3688
Eritrea;ERI;2012;0,0005;0,1768;0,4625;0,3602
Eritrea;ERI;2013;0,0005;0,1838;0,459;0,3566
Eritrea;ERI;2014;0,0006;0,1823;0,4607;0,3564
Estonia;EST;1990;0,0007;0,1848;0,4595;0,355
Estonia;EST;1991;0;0,8472;0,1019;0,0509
Estonia;EST;1992;0;0,839;0,1081;0,0529
Estonia;EST;1993;0;0,8039;0,1084;0,0876
Estonia;EST;1994;0,0001;0,7719;0,1235;0,1045
Estonia;EST;1995;0,0001;0,7848;0,1121;0,103
Estonia;EST;1996;0,0001;0,7781;0,1129;0,1089
Estonia;EST;1997;0,0001;0,7931;0,1041;0,1026
Estonia;EST;1998;0,0002;0,79;0,1046;0,1052
Estonia;EST;1999;0,0002;0,7821;0,1079;0,1097
Estonia;EST;2000;0,0003;0,7728;0,1135;0,1134
Estonia;EST;2001;0,0004;0,7688;0,1137;0,1172
Estonia;EST;2002;0,0003;0,8398;0,0793;0,0806
Estonia;EST;2003;0,0004;0,8371;0,0817;0,0808
Estonia;EST;2004;0,0004;0,849;0,0747;0,0758
Estonia;EST;2005;0,0005;0,8488;0,0749;0,0758
Estonia;EST;2006;0,0006;0,851;0,0743;0,0741
Estonia;EST;2007;0,0009;0,8026;0,0984;0,0981
Estonia;EST;2008;0,0008;0,8326;0,0823;0,0843
Estonia;EST;2009;0,001;0,8185;0,0878;0,0927
Estonia;EST;2010;0,0013;0,7928;0,1008;0,1052
Estonia;EST;2011;0,0011;0,8266;0,0842;0,0881
Estonia;EST;2012;0,0012;0,8412;0,0764;0,0812
Estonia;EST;2013;0,0013;0,8327;0,0794;0,0865
Estonia;EST;2014;0,0013;0,847;0,0723;0,0794
Ethiopia;ETH;1990;0,0015;0,8375;0,0762;0,0848
Ethiopia;ETH;1991;0;0,3388;0,4005;0,2605
Ethiopia;ETH;1992;0;0,3375;0,4026;0,2598
Ethiopia;ETH;1993;0;0,3269;0,4092;0,2638
Ethiopia;ETH;1994;0;0,3496;0,3976;0,2528
Ethiopia;ETH;1995;0;0,3483;0,3982;0,2535
Ethiopia;ETH;1996;0;0,3492;0,3972;0,2536
Ethiopia;ETH;1997;0;0,3415;0,4008;0,2577
Ethiopia;ETH;1998;0;0,3214;0,4152;0,2633
Ethiopia;ETH;1999;0;0,3211;0,4152;0,2636
Ethiopia;ETH;2000;0,0001;0,315;0,4203;0,2647
Ethiopia;ETH;2001;0,0001;0,3115;0,4223;0,2661
Ethiopia;ETH;2002;0,0001;0,3223;0,4147;0,2629
Ethiopia;ETH;2003;0,0001;0,3051;0,4209;0,2739
Ethiopia;ETH;2004;0,0001;0,3317;0,4104;0,2578
Ethiopia;ETH;2005;0,0001;0,3328;0,4076;0,2594
Ethiopia;ETH;2006;0,0001;0,302;0,4215;0,2764
Ethiopia;ETH;2007;0,0002;0,296;0,4268;0,277
Ethiopia;ETH;2008;0,0002;0,2679;0,4398;0,2921
Ethiopia;ETH;2009;0,0002;0,2723;0,4395;0,288
Ethiopia;ETH;2010;0,0002;0,2618;0,4442;0,2938
Ethiopia;ETH;2011;0,0002;0,2476;0,4512;0,301
Ethiopia;ETH;2012;0,0003;0,1662;0,4999;0,3336
Ethiopia;ETH;2013;0,0003;0,1867;0,4882;0,3248
Ethiopia;ETH;2014;0,0003;0,1981;0,4811;0,3205
European Union (28);EUU;1990;0,0003;0,1913;0,483;0,3255
European Union (28);EUU;1991;0,0079;0,7777;0,1296;0,0848
European Union (28);EUU;1992;0,0084;0,7808;0,1277;0,0831
European Union (28);EUU;1993;0,0091;0,78;0,1278;0,0831
European Union (28);EUU;1994;0,0097;0,7795;0,1267;0,084
European Union (28);EUU;1995;0,0102;0,7803;0,125;0,0844
European Union (28);EUU;1996;0,0106;0,7843;0,122;0,0831
European Union (28);EUU;1997;0,0109;0,7915;0,1169;0,0807
European Union (28);EUU;1998;0,0118;0,7904;0,1173;0,0805
European Union (28);EUU;1999;0,0125;0,7938;0,115;0,0788
European Union (28);EUU;2000;0,0133;0,7945;0,1143;0,0779
European Union (28);EUU;2001;0,014;0,7997;0,1116;0,0747
European Union (28);EUU;2002;0,0141;0,8044;0,1081;0,0734
European Union (28);EUU;2003;0,0143;0,8057;0,1066;0,0733
European Union (28);EUU;2004;0,0142;0,8122;0,1021;0,0715
European Union (28);EUU;2005;0,0144;0,8144;0,1001;0,071
European Union (28);EUU;2006;0,0147;0,8165;0,0989;0,0699
European Union (28);EUU;2007;0,015;0,8187;0,0978;0,0685
European Union (28);EUU;2008;0,0154;0,8175;0,0981;0,069
European Union (28);EUU;2009;0,0161;0,8157;0,0993;0,069
European Union (28);EUU;2010;0,0176;0,8047;0,1057;0,0719
European Union (28);EUU;2011;0,0175;0,8107;0,1018;0,0699
European Union (28);EUU;2012;0,0197;0,8002;0,1069;0,0732
European Union (28);EUU;2013;0,0211;0,7969;0,108;0,074
European Union (28);EUU;2014;0,0228;0,7915;0,1098;0,0759
Fiji;FJI;1990;0,0251;0,7774;0,1153;0,0822
Fiji;FJI;1991;0;-14,6161;9,7206;5,8955
Fiji;FJI;1992;-0,0044;14,4163;-8,4859;-4,926
Fiji;FJI;1993;0,0594;-90,0824;58,0533;32,9698
Fiji;FJI;1994;0,0117;-11,7559;8,1049;4,6393
Fiji;FJI;1995;0,0101;-7,6449;5,4791;3,1557
Fiji;FJI;1996;0,0083;-4,9164;3,7247;2,1835
Fiji;FJI;1997;0,0126;-3,5915;2,8866;1,6923
Fiji;FJI;1998;0,0201;-3,9499;3,096;1,8338
Fiji;FJI;1999;0,0335;-5,1101;3,8424;2,2342
Fiji;FJI;2000;0,0512;-6,1418;4,5406;2,55
Fiji;FJI;2001;0,05;-4,6956;3,695;1,9507
Fiji;FJI;2002;0,179;-15,1833;10,3437;5,6605
Fiji;FJI;2003;-0,1273;10,2468;-5,7227;-3,3967
Fiji;FJI;2004;-2,9482;172,3129;-110,4356;-57,9291
Fiji;FJI;2005;0,0581;-2,0398;1,8881;1,0935
Fiji;FJI;2006;0,3204;-13,5248;9,0934;5,1111
Fiji;FJI;2007;0,0092;0,645;0,2246;0,1212
Fiji;FJI;2008;0,0106;0,634;0,2314;0,124
Fiji;FJI;2009;0,013;0,5916;0,253;0,1424
Fiji;FJI;2010;0,0151;0,5744;0,2699;0,1407
Fiji;FJI;2011;0,0142;0,6425;0,2252;0,1181
Fiji;FJI;2012;-0,052;2,1726;-0,7298;-0,3908
Fiji;FJI;2013;-0,0563;2,1574;-0,7149;-0,3862
Fiji;FJI;2014;-0,0695;2,3145;-0,8099;-0,4351
Finland;FIN;1990;-0,0786;2,3817;-0,8535;-0,4496
Finland;FIN;1991;0,0018;0,6125;0,1421;0,2436
Finland;FIN;1992;0,0021;0,6223;0,1387;0,2368
Finland;FIN;1993;0,0026;0,5994;0,1457;0,2522
Finland;FIN;1994;0,0029;0,6087;0,1409;0,2475
Finland;FIN;1995;0,0029;0,6538;0,1235;0,2199
Finland;FIN;1996;0,0034;0,6285;0,1307;0,2374
Finland;FIN;1997;0,0035;0,6751;0,114;0,2074
Finland;FIN;1998;0,0042;0,6659;0,1165;0,2134
Finland;FIN;1999;0,005;0,6504;0,1212;0,2234
Finland;FIN;2000;0,0056;0,6505;0,1197;0,2241
Finland;FIN;2001;0,0064;0,6452;0,12;0,2284
Finland;FIN;2002;0,0054;0,736;0,0892;0,1695
Finland;FIN;2003;0,0056;0,7504;0,0837;0,1604
Finland;FIN;2004;0,0053;0,7868;0,0717;0,1361
Finland;FIN;2005;0,0061;0,7798;0,0733;0,1409
Finland;FIN;2006;0,0079;0,7355;0,0869;0,1696
Finland;FIN;2007;0,0072;0,7718;0,0761;0,1448
Finland;FIN;2008;0,0077;0,7639;0,0769;0,1514
Finland;FIN;2009;0,0093;0,7222;0,0885;0,18
Finland;FIN;2010;0,0102;0,7132;0,0933;0,1833
Finland;FIN;2011;0,0089;0,7553;0,0786;0,1572
Finland;FIN;2012;0,0072;0,8202;0,0594;0,1133
Finland;FIN;2013;0,0082;0,8048;0,064;0,1229
Finland;FIN;2014;0,0086;0,8047;0,0635;0,1232
France;;1990;0,0096;0,7907;0,0674;0,1323
France;FRA;1991;0,0141;0,714;0,1342;0,1376
France;FRA;1992;0,0134;0,7263;0,1276;0,1327
France;FRA;1993;0,0139;0,7231;0,131;0,132
France;FRA;1994;0,0146;0,7127;0,1349;0,1378
France;FRA;1995;0,0147;0,7074;0,137;0,141
France;FRA;1996;0,0145;0,7089;0,136;0,1407
France;FRA;1997;0,0152;0,719;0,1319;0,1338
France;FRA;1998;0,0168;0,7173;0,1348;0,1311
France;FRA;1999;0,0174;0,7344;0,1276;0,1205
France;FRA;2000;0,0189;0,7334;0,1302;0,1175
France;FRA;2001;0,0204;0,7385;0,1314;0,1097
France;FRA;2002;0,0235;0,7076;0,1471;0,1218
France;FRA;2003;0,0246;0,7071;0,1479;0,1204
France;FRA;2004;0,0249;0,7139;0,1438;0,1174
France;FRA;2005;0,0255;0,7166;0,1414;0,1165
France;FRA;2006;0,0261;0,7212;0,1406;0,1121
France;FRA;2007;0,0254;0,7322;0,1359;0,1065
France;FRA;2008;0,026;0,7255;0,1387;0,1098
France;FRA;2009;0,0265;0,7247;0,1418;0,1069
France;FRA;2010;0,028;0,7171;0,1476;0,1073
France;FRA;2011;0,0277;0,7222;0,1444;0,1057
France;FRA;2012;0,034;0,6815;0,1651;0,1194
France;FRA;2013;0,0355;0,6775;0,1668;0,1201
France;FRA;2014;0,0368;0,683;0,1619;0,1182
Gabon;GAB;1990;0,0419;0,6441;0,1762;0,1378
Gabon;GAB;1991;0;0,6398;0,2081;0,1522
Gabon;GAB;1992;0;0,6476;0,2049;0,1474
Gabon;GAB;1993;0;0,6571;0,2008;0,142
Gabon;GAB;1994;0;0,6592;0,201;0,1398
Gabon;GAB;1995;0;0,6457;0,2107;0,1435
Gabon;GAB;1996;0;0,6523;0,209;0,1387
Gabon;GAB;1997;0,0001;0,6839;0,1955;0,1206
Gabon;GAB;1998;0,0001;0,7147;0,1806;0,1045
Gabon;GAB;1999;0,0002;0,7466;0,1668;0,0864
Gabon;GAB;2000;0,0003;0,7735;0,157;0,0693
Gabon;GAB;2001;0,0003;0,8066;0,1451;0,048
Gabon;GAB;2002;0,0004;0,8087;0,1458;0,0451
Gabon;GAB;2003;0,0005;0,7954;0,1532;0,0509
Gabon;GAB;2004;0,0006;0,7932;0,1545;0,0517
Gabon;GAB;2005;0,0007;0,7859;0,1568;0,0567
Gabon;GAB;2006;0,0008;0,7958;0,1518;0,0516
Gabon;GAB;2007;0,001;0,7698;0,1698;0,0594
Gabon;GAB;2008;0,0012;0,7646;0,1721;0,0621
Gabon;GAB;2009;0,0013;0,7586;0,178;0,0622
Gabon;GAB;2010;0,0014;0,7719;0,1676;0,0591
Gabon;GAB;2011;0,0014;0,792;0,154;0,0526
Gabon;GAB;2012;-0,0001;1,0168;-0,0124;-0,0043
Gabon;GAB;2013;-0,0001;1,0178;-0,0128;-0,0049
Gabon;GAB;2014;-0,0002;1,0196;-0,014;-0,0054
Gambia;GMB;1990;-0,0002;1,0175;-0,0127;-0,0046
Gambia;GMB;1991;0;-0,0801;0,9756;0,1044
Gambia;GMB;1992;0;-0,0757;0,9716;0,1042
Gambia;GMB;1993;0;-0,0736;0,9729;0,1007
Gambia;GMB;1994;0;-0,0694;0,9714;0,098
Gambia;GMB;1995;0;-0,0669;0,9721;0,0947
Gambia;GMB;1996;0;-0,0618;0,97;0,0918
Gambia;GMB;1997;0,0001;-0,0601;0,9721;0,0879
Gambia;GMB;1998;0,0001;-0,0587;0,9749;0,0837
Gambia;GMB;1999;0,0002;-0,0535;0,9691;0,0842
Gambia;GMB;2000;0,0002;-0,0459;0,9582;0,0875
Gambia;GMB;2001;0,0002;-0,0419;0,9562;0,0855
Gambia;GMB;2002;0,0003;-0,0405;0,9564;0,0838
Gambia;GMB;2003;0,0004;-0,0328;0,9566;0,0758
Gambia;GMB;2004;0,0004;-0,032;0,9576;0,074
Gambia;GMB;2005;0,0005;-0,0288;0,9461;0,0822
Gambia;GMB;2006;0,0005;-0,0282;0,9493;0,0784
Gambia;GMB;2007;0,0006;-0,0248;0,938;0,0863
Gambia;GMB;2008;0,0006;-0,0171;0,9376;0,0788
Gambia;GMB;2009;0,0007;-0,0141;0,9375;0,076
Gambia;GMB;2010;0,0007;-0,0118;0,9402;0,0709
Gambia;GMB;2011;0,0008;-0,0038;0,9335;0,0696
Gambia;GMB;2012;0,0009;0,0128;0,9175;0,0689
Gambia;GMB;2013;0,0009;0,0131;0,9284;0,0575
Gambia;GMB;2014;0,001;0,0097;0,9295;0,0598
Georgia;GEO;1990;0,001;0,0202;0,9179;0,0609
Georgia;GEO;1991;0,0005;0,6745;0,2739;0,0508
Georgia;GEO;1992;0,0007;0,629;0,3103;0,0596
Georgia;GEO;1993;0,0009;0,5868;0,3292;0,0831
Georgia;GEO;1994;0,0011;0,562;0,3489;0,088
Georgia;GEO;1995;0,0017;0,4548;0,4324;0,1111
Georgia;GEO;1996;0,0023;0,3983;0,4595;0,1399
Georgia;GEO;1997;0,0042;0,2599;0,5655;0,1704
Georgia;GEO;1998;0,0061;0,174;0,63;0,1899
Georgia;GEO;1999;0,008;0,1161;0,6772;0,1988
Georgia;GEO;2000;0,0097;0,0615;0,716;0,2128
Georgia;GEO;2001;0,0105;0,0846;0,6996;0,2052
Georgia;GEO;2002;0,0157;0,0026;0,7552;0,2265
Georgia;GEO;2003;0,0217;-0,0722;0,8017;0,2488
Georgia;GEO;2004;0,026;-0,045;0,7723;0,2468
Georgia;GEO;2005;0,0299;-0,0152;0,734;0,2513
Georgia;GEO;2006;0,0315;0,0924;0,6396;0,2365
Georgia;GEO;2007;0,0333;0,1426;0,6036;0,2206
Georgia;GEO;2008;0,0339;0,2328;0,5413;0,1921
Georgia;GEO;2009;0,0409;0,1647;0,5891;0,2053
Georgia;GEO;2010;0,0403;0,2406;0,5304;0,1888
Georgia;GEO;2011;0,045;0,2159;0,5456;0,1935
Georgia;GEO;2012;0,0311;0,4823;0,3488;0,1378
Georgia;GEO;2013;0,0317;0,501;0,3332;0,1341
Georgia;GEO;2014;0,0332;0,4953;0,3301;0,1414
Germany;DEU;1990;0,0328;0,5205;0,313;0,1337
Germany;DEU;1991;0,0059;0,8233;0,1045;0,0664
Germany;DEU;1992;0,0063;0,8242;0,1024;0,0671
Germany;DEU;1993;0,0069;0,8241;0,1006;0,0684
Germany;DEU;1994;0,0073;0,8261;0,098;0,0686
Germany;DEU;1995;0,0077;0,8248;0,0965;0,071
Germany;DEU;1996;0,008;0,8254;0,0946;0,0719
Germany;DEU;1997;0,0083;0,8365;0,0891;0,0662
Germany;DEU;1998;0,0091;0,8372;0,0889;0,0647
Germany;DEU;1999;0,0097;0,8426;0,0859;0,0618
Germany;DEU;2000;0,0106;0,8436;0,0853;0,0604
Germany;DEU;2001;0,0113;0,8514;0,082;0,0553
Germany;DEU;2002;0,0115;0,861;0,075;0,0524
Germany;DEU;2003;0,0126;0,8616;0,073;0,0528
Germany;DEU;2004;0,0134;0,8648;0,0692;0,0526
Germany;DEU;2005;0,0145;0,8647;0,0669;0,0538
Germany;DEU;2006;0,0157;0,8641;0,0653;0,0548
Germany;DEU;2007;0,0158;0,8699;0,0616;0,0526
Germany;DEU;2008;0,0168;0,8651;0,0618;0,0563
Germany;DEU;2009;0,017;0,8677;0,0599;0,0553
Germany;DEU;2010;0,0186;0,8601;0,0617;0,0596
Germany;DEU;2011;0,0182;0,8666;0,0566;0,0586
Germany;DEU;2012;0,0204;0,8615;0,0593;0,0587
Germany;DEU;2013;0,0212;0,8646;0,0579;0,0562
Germany;DEU;2014;0,0219;0,868;0,0565;0,0537
Ghana;GHA;1990;0,0241;0,8613;0,059;0,0556
Ghana;GHA;1991;0,0169;0,7048;0,1566;0,1218
Ghana;GHA;1992;0,016;0,6959;0,1639;0,1242
Ghana;GHA;1993;0,015;0,7003;0,1633;0,1214
Ghana;GHA;1994;0,0141;0,6984;0,1662;0,1214
Ghana;GHA;1995;0,0132;0,6981;0,1685;0,1202
Ghana;GHA;1996;0,0123;0,6972;0,1712;0,1194
Ghana;GHA;1997;0,0102;0,7009;0,1728;0,1161
Ghana;GHA;1998;0,0082;0,6906;0,1829;0,1183
Ghana;GHA;1999;0,0057;0,6708;0,1956;0,1279
Ghana;GHA;2000;0,0041;0,7015;0,1834;0,1109
Ghana;GHA;2001;0,0024;0,6706;0,2003;0,1267
Ghana;GHA;2002;0,0016;0,7731;0,1374;0,0879
Ghana;GHA;2003;0,0015;0,7844;0,1345;0,0797
Ghana;GHA;2004;0,0014;0,7689;0,1427;0,0871
Ghana;GHA;2005;0,0014;0,7854;0,1396;0,0736
Ghana;GHA;2006;0,0012;0,7492;0,1549;0,0947
Ghana;GHA;2007;0,0049;0,0925;0,5636;0,3391
Ghana;GHA;2008;0,0053;0,1329;0,553;0,3088
Ghana;GHA;2009;0,0059;0,0958;0,5761;0,3223
Ghana;GHA;2010;0,0059;0,1783;0,531;0,2848
Ghana;GHA;2011;0,0057;0,2369;0,4935;0,2639
Ghana;GHA;2012;0,0032;0,5778;0,2688;0,1502
Ghana;GHA;2013;0,0033;0,6078;0,2512;0,1377
Ghana;GHA;2014;0,0034;0,5989;0,2531;0,1446
Greece;GRC;1990;0,0037;0,5954;0,2572;0,1437
Greece;GRC;1991;0,0126;0,7952;0,1056;0,0866
Greece;GRC;1992;0,0175;0,791;0,1056;0,0859
Greece;GRC;1993;0,0219;0,7927;0,1035;0,0819
Greece;GRC;1994;0,0264;0,7942;0,1033;0,0761
Greece;GRC;1995;0,0304;0,7926;0,1016;0,0753
Greece;GRC;1996;0,0337;0,7975;0,0987;0,07
Greece;GRC;1997;0,0351;0,7949;0,0987;0,0713
Greece;GRC;1998;0,0362;0,7973;0,0979;0,0685
Greece;GRC;1999;0,0364;0,8024;0,0952;0,066
Greece;GRC;2000;0,038;0,8028;0,094;0,0651
Greece;GRC;2001;0,0368;0,8143;0,0881;0,0609
Greece;GRC;2002;0,034;0,8224;0,0852;0,0584
Greece;GRC;2003;0,0317;0,827;0,0831;0,0582
Greece;GRC;2004;0,0284;0,8347;0,0797;0,0572
Greece;GRC;2005;0,0262;0,839;0,0802;0,0547
Greece;GRC;2006;0,0235;0,8463;0,0777;0,0525
Greece;GRC;2007;0,0204;0,8514;0,0771;0,051
Greece;GRC;2008;0,0164;0,8605;0,0747;0,0484
Greece;GRC;2009;0,0138;0,8581;0,0762;0,0519
Greece;GRC;2010;0,0109;0,859;0,0793;0,0508
Greece;GRC;2011;0,0077;0,8508;0,0838;0,0577
Greece;GRC;2012;0,0084;0,8402;0,0859;0,0655
